Asia/Ashgabat,18000
Asia/Ashkhabad,18000
Asia/Atyrau,18000
Asia/Baghdad,10800
Asia/Bahrain,10800
Asia/Baku,14400
Asia/Bangkok,25200
Asia/Barnaul,25200
Asia/Beirut,10800
Asia/Bishkek,21600
Asia/Brunei,28800
Asia/Calcutta,19800
Asia/Chita,32400
Asia/Choibalsan,28800
Asia/Chongqing,28800
Asia/Chungking,28800
Asia/Colombo,19800
Asia/Dacca,21600
Asia/Damascus,10800
Asia/Dhaka,21600
Asia/Dili,32400
Asia/Dubai,14400
Asia/Dushanbe,18000
Asia/Famagusta,10800
Asia/Gaza,10800
Asia/Harbin,28800
Asia/Hebron,10800
Asia/Ho_Chi_Minh,25200
Asia/Hong_Kong,28800
Asia/Hovd,25200
Asia/Irkutsk,28800
Asia/Istanbul,10800
Asia/Jakarta,25200
Asia/Jayapura,32400
Asia/Jerusalem,10800
Asia/Kabul,16200
Asia/Kamchatka,43200
Asia/Karachi,18000
Asia/Kashgar,21600
Asia/Kathmandu,20700
Asia/Katmandu,20700
Asia/Khandyga,32400
Asia/Kolkata,19800
Asia/Krasnoyarsk,25200
Asia/Kuala_Lumpur,28800
Asia/Kuching,28800
Asia/Kuwait,10800
Asia/Macao,28800
Asia/Macau,28800
Asia/Magadan,39600
Asia/Makassar,28800
Asia/Manila,28800
Asia/Muscat,14400
Asia/Nicosia,10800
Asia/Novokuznetsk,25200
Asia/Novosibirsk,25200
Asia/Omsk,21600
Asia/Oral,18000
Asia/Phnom_Penh,25200
Asia/Pontianak,25200
Asia/Pyongyang,32400
Asia/Qatar,10800
Asia/Qostanay,21600
Asia/Qyzylorda,18000
Asia/Rangoon,23400
Asia/Riyadh,10800
Asia/Saigon,25200
Asia/Sakhalin,39600
Asia/Samarkand,18000
Asia/Seoul,32400
Asia/Shanghai,28800
Asia/Singapore,28800
Asia/Srednekolymsk,39600
Asia/Taipei,28800
Asia/Tashkent,18000
Asia/Tbilisi,14400
Asia/Tehran,16200
Asia/Tel_Aviv,10800
Asia/Thimbu,21600
Asia/Thimphu,21600
Asia/Tokyo,32400
Asia/Tomsk,25200
Asia/Ujung_Pandang,28800
Asia/Ulaanbaatar,28800
Asia/Ulan_Bator,28800
Asia/Urumqi,21600
Asia/Ust-Nera,36000
Asia/Vientiane,25200
Asia/Vladivostok,36000
Asia/Yakutsk,32400
Asia/Yangon,23400
Asia/Yekaterinburg,18000
Asia/Yerevan,14400
Atlantic/Azores,0
Atlantic/Bermuda,-10800
Atlantic/Canary,3600
Atlantic/Cape_Verde,-3600
Atlantic/Faeroe,3600
Atlantic/Faroe,3600
Atlantic/Jan_Mayen,7200
Atlantic/Madeira,3600
Atlantic/Reykjavik,0
Atlantic/South_Georgia,-7200
Atlantic/St_Helena,0
Atlantic/Stanley,-10800
Australia/ACT,36000
Australia/Adelaide,34200
Australia/Brisbane,36000
Australia/Broken_Hill,34200
Australia/Canberra,36000
Australia/Currie,36000
Australia/Darwin,34200
Australia/Eucla,31500
Australia/Hobart,36000
Australia/LHI,37800
Australia/Lindeman,36000
Australia/Lord_Howe,37800
Australia/Melbourne,36000
Australia/NSW,36000
Australia/North,34200
Australia/Perth,28800
Australia/Queensland,36000
Australia/South,34200
Australia/Sydney,36000
Australia/Tasmania,36000
Australia/Victoria,36000
Australia/West,28800
Australia/Yancowinna,34200
Brazil/Acre,-18000
Brazil/DeNoronha,-7200
Brazil/East,-10800
Brazil/West,-14400
CET,7200
CST6CDT,-18000
Canada/Atlantic,-10800
Canada/Central,-18000
Canada/Eastern,-14400
Canada/Mountain,-21600
Canada/Newfoundland,-9000
Canada/Pacific,-25200
Canada/Saskatchewan,-21600
Canada/Yukon,-25200
Chile/Continental,-14400
Chile/EasterIsland,-21600
Cuba,-14400
EET,10800
EST5EDT,-14400
Egypt,7200
Eire,3600
Europe/Amsterdam,7200
Europe/Andorra,7200
Europe/Astrakhan,14400
Europe/Athens,10800
Europe/Belfast,3600
Europe/Belgrade,7200
Europe/Berlin,7200
Europe/Bratislava,7200
Europe/Brussels,7200
Europe/Bucharest,10800
Europe/Budapest,7200
Europe/Busingen,7200
Europe/Chisinau,10800
Europe/Copenhagen,7200
Europe/Dublin,3600
Europe/Gibraltar,7200
Europe/Guernsey,3600
Europe/Helsinki,10800
Europe/Isle_of_Man,3600
Europe/Istanbul,10800
Europe/Jersey,3600
Europe/Kaliningrad,7200
Europe/Kiev,10800
Europe/Kirov,10800
Europe/Lisbon,3600
Europe/Ljubljana,7200
Europe/London,3600
Europe/Luxembourg,7200
Europe/Madrid,7200
Europe/Malta,7200
Europe/Mariehamn,10800
Europe/Minsk,10800
Europe/Monaco,7200
Europe/Moscow,10800
Europe/Nicosia,10800
Europe/Oslo,7200
Europe/Paris,7200
Europe/Podgorica,7200
Europe/Prague,7200
Europe/Riga,10800
Europe/Rome,7200
Europe/Samara,14400
Europe/San_Marino,7200
Europe/Sarajevo,7200
Europe/Saratov,14400
Europe/Simferopol,10800
Europe/Skopje,7200
Europe/Sofia,10800
Europe/Stockholm,7200
Europe/Tallinn,10800
Europe/Tirane,7200
Europe/Tiraspol,10800
Europe/Ulyanovsk,14400
Europe/Uzhgorod,10800
Europe/Vaduz,7200
Europe/Vatican,7200
Europe/Vienna,7200
Europe/Vilnius,10800
Europe/Volgograd,10800
Europe/Warsaw,7200
Europe/Zagreb,7200
Europe/Zaporozhye,10800
Europe/Zurich,7200
GB,3600
GB-Eire,3600
Greenwich,0
Hongkong,28800
Iceland,0
Indian/Antananarivo,10800
Indian/Chagos,21600
Indian/Christmas,25200
Indian/Cocos,23400
Indian/Comoro,10800
Indian/Kerguelen,18000
Indian/Mahe,14400
Indian/Maldives,18000
Indian/Mauritius,14400
Indian/Mayotte,10800
Indian/Reunion,14400
Iran,16200
Israel,10800
Jamaica,-18000
Japan,32400
Kwajalein,43200
Libya,7200
MET,7200
MST7MDT,-21600
Mexico/BajaNorte,-25200
Mexico/BajaSur,-21600
Mexico/General,-18000
NZ,43200
NZ-CHAT,45900
Navajo,-21600
PRC,28800
PST8PDT,-25200
Pacific/Apia,46800
Pacific/Auckland,43200
Pacific/Bougainville,39600
Pacific/Chatham,45900
Pacific/Chuuk,36000
Pacific/Easter,-21600
Pacific/Efate,39600
Pacific/Enderbury,46800
Pacific/Fakaofo,46800
Pacific/Fiji,43200
Pacific/Funafuti,43200
Pacific/Galapagos,-21600
Pacific/Gambier,-32400
Pacific/Guadalcanal,39600
Pacific/Guam,36000
Pacific/Honolulu,-36000
Pacific/Johnston,-36000
Pacific/Kiritimati,50400
Pacific/Kosrae,39600
Pacific/Kwajalein,43200
Pacific/Majuro,43200
Pacific/Marquesas,-34200
Pacific/Midway,-39600
Pacific/Nauru,43200
Pacific/Niue,-39600
Pacific/Norfolk,39600
Pacific/Noumea,39600
Pacific/Pago_Pago,-39600
Pacific/Palau,32400
Pacific/Pitcairn,-28800
Pacific/Pohnpei,39600
Pacific/Ponape,39600
Pacific/Port_Moresby,36000
Pacific/Rarotonga,-36000
Pacific/Saipan,36000
Pacific/Samoa,-39600
Pacific/Tahiti,-36000
Pacific/Tarawa,43200
Pacific/Tongatapu,46800
Pacific/Truk,36000
Pacific/Wake,43200
Pacific/Wallis,43200
Pacific/Yap,36000
Poland,7200
Portugal,3600
ROK,32400
Singapore,28800
Turkey,10800
UCT,0
US/Alaska,-28800
US/Aleutian,-32400
US/Arizona,-25200
US/Central,-18000
US/East-Indiana,-14400
US/Eastern,-14400
US/Hawaii,-36000
US/Indiana-Starke,-18000
US/Michigan,-14400
US/Mountain,-21600
US/Pacific,-25200
US/Samoa,-39600
Universal,0
W-SU,10800
WET,3600
Zulu,0
